GlobalEventID,SQLDATE,MonthYear,Year,Actor1Code,Actor1Name,Actor1CountryCode,Actor2Code,Actor2Name,Actor2CountryCode,EventCode,GoldsteinScale,NumMentions,NumArticles,AvgTone,Actor1Geo_Lat,Actor1Geo_Long,Actor2Geo_Lat,Actor2Geo_Long,ActionGeo_Lat,ActionGeo_Long,ActionGeo_CountryCode,ActionGeo_FullName,SOURCEURL
1204093767,20231016,202310,2023,CAN,CANADIAN,CAN,GOV,GOVERNMENT,,112,-2.0,14,14,-4.34372049102927,28.6,77.2,60,-96,60,-96,CA,Canada,https://www.cowichanvalleycitizen.com/national-news/canada-and-india-expel-each-others-diplomats-in-escalating-dispute-over-a-2023-assassination-7587232
1204093770,20231016,202310,2023,CAN,CANADIAN,CAN,GOV,GOVERNMENT,,112,-2.0,26,26,-4.50930037278235,60,-96,60,-96,60,-96,CA,Canada,https://www.cowichanvalleycitizen.com/national-news/canada-and-india-expel-each-others-diplomats-in-escalating-dispute-over-a-2023-assassination-7587232
1204093771,20231016,202310,2023,CAN,CANADA,CAN,GOV,GOVERNMENT,,186,-10.0,90,90,-4.49353788190288,60,-96,60,-96,60,-96,CA,Canada,https://www.cowichanvalleycitizen.com/national-news/canada-and-india-expel-each-others-diplomats-in-escalating-dispute-over-a-2023-assassination-7587232
1204093772,20231016,202310,2023,CANGOV,CANADIAN,CAN,GOV,GOVERNMENT,,112,-2.0,60,60,-4.50930037278235,60,-96,60,-96,60,-96,CA,Canada,https://www.cowichanvalleycitizen.com/national-news/canada-and-india-expel-each-others-diplomats-in-escalating-dispute-over-a-2023-assassination-7587232
1204093861,20241015,202410,2024,,,,AUT,AUSTRIA,AUT,051,3.4,2,2,3.70942812982999,,,47.1,15.4167,47.1,15.4167,AU,"Andritz, Steiermark, Austria",https://www.newswiretoday.com/news/182836/Cell-Impact-Partners-with-ANDRITZ-for-High-volume-Production-of-Bipolar-Flow-Plates/
1204094029,20241015,202410,2024,,,,RUS,RUSSIA,RUS,172,-5.0,6,6,-8.38900022266756,,,60,100,60,100,RS,Russia,https://www.thecentersquare.com/national/article_50f585c8-884c-11ef-989c-0ff64ea9150a.html
1204094173,20241015,202410,2024,AUT,AUSTRIA,AUT,,,,020,3.0,4,4,3.70942812982999,47.1,15.4167,,,47.1,15.4167,AU,"Andritz, Steiermark, Austria",https://www.newswiretoday.com/news/182836/Cell-Impact-Partners-with-ANDRITZ-for-High-volume-Production-of-Bipolar-Flow-Plates/
1204094174,20241015,202410,2024,AUT,AUSTRIA,AUT,,,,070,7.0,4,4,3.70942812982999,47.1,15.4167,,,47.1,15.4167,AU,"Andritz, Steiermark, Austria",https://www.newswiretoday.com/news/182836/Cell-Impact-Partners-with-ANDRITZ-for-High-volume-Production-of-Bipolar-Flow-Plates/
1204094175,20241015,202410,2024,AUT,AUSTRIA,AUT,BUS,BUSINESS,,020,3.0,8,8,3.70942812982999,47.1,15.4167,47.1,15.4167,47.1,15.4167,AU,"Andritz, Steiermark, Austria",https://www.newswiretoday.com/news/182836/Cell-Impact-Partners-with-ANDRITZ-for-High-volume-Production-of-Bipolar-Flow-Plates/
1204094176,20241015,202410,2024,AUT,AUSTRIA,AUT,BUS,BUSINESS,,070,7.0,4,4,3.70942812982999,47.1,15.4167,47.1,15.4167,47.1,15.4167,AU,"Andritz, Steiermark, Austria",https://www.newswiretoday.com/news/182836/Cell-Impact-Partners-with-ANDRITZ-for-High-volume-Production-of-Bipolar-Flow-Plates/
1204094199,20241015,202410,2024,BUS,BUSINESS,,,,,020,3.0,2,2,3.70942812982999,47.1,15.4167,,,47.1,15.4167,AU,"Andritz, Steiermark, Austria",https://www.newswiretoday.com/news/182836/Cell-Impact-Partners-with-ANDRITZ-for-High-volume-Production-of-Bipolar-Flow-Plates/
1204094211,20241015,202410,2024,BUS,BUSINESS,,,,,070,7.0,2,2,3.70942812982999,47.1,15.4167,,,47.1,15.4167,AU,"Andritz, Steiermark, Austria",https://www.newswiretoday.com/news/182836/Cell-Impact-Partners-with-ANDRITZ-for-High-volume-Production-of-Bipolar-Flow-Plates/
1204094227,20241015,202410,2024,BUS,BUSINESS,,AUT,AUSTRIA,AUT,070,7.0,4,4,3.70942812982999,47.1,15.4167,47.1,15.4167,47.1,15.4167,AU,"Andritz, Steiermark, Austria",https://www.newswiretoday.com/news/182836/Cell-Impact-Partners-with-ANDRITZ-for-High-volume-Production-of-Bipolar-Flow-Plates/
1204094255,20241015,202410,2024,CAN,CANADA,CAN,,,,010,0.0,2,2,-3.48623853211009,28.6,77.2,,,60,-96,CA,Canada,https://bc.ctvnews.ca/a-threat-to-all-of-us-eby-addresses-rcmp-allegations-indian-officials-linked-to-canadian-homicides-extortion-1.7073596
1204094257,20241015,202410,2024,CAN,CANADA,CAN,,,,020,3.0,15,15,-4.38294721047253,60,-96,,,28.6,77.2,IN,"New Delhi, Delhi, India",https://www.cowichanvalleycitizen.com/national-news/canada-and-india-expel-each-others-diplomats-in-escalating-dispute-over-a-2023-assassination-7587232
1204094258,20241015,202410,2024,CAN,CANADA,CAN,,,,020,3.0,215,183,-3.06111073897772,60,-96,,,60,-96,CA,Canada,https://bc.ctvnews.ca/a-threat-to-all-of-us-eby-addresses-rcmp-allegations-indian-officials-linked-to-canadian-homicides-extortion-1.7073596
1204094260,20241015,202410,2024,CAN,CANADA,CAN,,,,071,7.4,40,29,0.332395609421208,60,-96,,,60,-96,CA,Canada,https://bc.ctvnews.ca/a-threat-to-all-of-us-eby-addresses-rcmp-allegations-indian-officials-linked-to-canadian-homicides-extortion-1.7073596
1204094261,20241015,202410,2024,CAN,CANADA,CAN,,,,0874,10.0,7,7,-4.34372049102927,60,-96,,,28.6,77.2,IN,"New Delhi, Delhi, India",https://www.cowichanvalleycitizen.com/national-news/canada-and-india-expel-each-others-diplomats-in-escalating-dispute-over-a-2023-assassination-7587232
1204094262,20241015,202410,2024,CAN,CANADA,CAN,,,,0874,10.0,7,7,-4.34372049102927,60,-96,,,60,-96,CA,Canada,https://www.cowichanvalleycitizen.com/national-news/canada-and-india-expel-each-others-diplomats-in-escalating-dispute-over-a-2023-assassination-7587232
1204094263,20241015,202410,2024,CAN,CANADA,CAN,CANCVL,CANADIAN,CAN,110,-2.0,63,63,-4.3735096511476,60,-96,60,-96,60,-96,CA,Canada,https://www.cowichanvalleycitizen.com/national-news/canada-and-india-expel-each-others-diplomats-in-escalating-dispute-over-a-2023-assassination-7587232
1204094265,20241015,202410,2024,CAN,CANADIAN,CAN,CANGOV,CANADA,CAN,0332,5.2,14,14,-4.56195448209498,60,-96,60,-96,60,-96,CA,Canada,https://www.cowichanvalleycitizen.com/national-news/canada-and-india-expel-each-others-diplomats-in-escalating-dispute-over-a-2023-assassination-7587232
1204094267,20241015,202410,2024,CAN,CANADA,CAN,COP,POLICE,,112,-2.0,42,42,-4.55335605642295,60,-96,60,-96,60,-96,CA,Canada,https://www.cowichanvalleycitizen.com/national-news/canada-and-india-expel-each-others-diplomats-in-escalating-dispute-over-a-2023-assassination-7587232
1204094272,20241015,202410,2024,CAN,CANADIAN,CAN,GOV,DIPLOMAT,,0874,10.0,57,57,-4.66345014875846,60,-96,60,-96,60,-96,CA,Canada,https://www.cowichanvalleycitizen.com/national-news/canada-and-india-expel-each-others-diplomats-in-escalating-dispute-over-a-2023-assassination-7587232
1204094276,20241015,202410,2024,CAN,CANADA,CAN,GOV,DIPLOMAT,,174,-5.0,73,73,-4.90436036920235,60,-96,28.6,77.2,28.6,77.2,IN,"New Delhi, Delhi, India",https://www.cowichanvalleycitizen.com/national-news/canada-and-india-expel-each-others-diplomats-in-escalating-dispute-over-a-2023-assassination-7587232
